client_id,store_id,cashier_id,order_time
108,189,865,2014-06-09 23:13:33
755,798,673,2019-08-04 20:07:03
355,513,883,2015-12-17 15:13:05
711,550,91,2017-09-27 11:19:21
892,494,302,2013-01-07 16:06:14
445,894,527,2013-01-02 08:43:19
655,82,19,2017-12-11 09:12:00
674,988,408,2015-11-06 10:48:06
23,998,873,2014-09-04 14:20:42
783,181,221,2014-12-09 05:24:31
971,728,859,2013-11-14 20:39:14
430,715,581,2015-07-02 07:27:02
68,809,94,2015-06-07 05:27:03
516,709,635,2017-04-22 05:10:42
736,91,26,2017-06-14 21:41:10
945,876,122,2016-09-05 19:47:40
725,630,618,2018-08-20 03:14:15
553,818,898,2019-03-23 19:47:53
973,474,562,2018-10-24 18:01:31
152,549,640,2017-03-17 00:41:18
448,474,748,2015-06-26 16:41:54
202,470,872,2019-08-26 13:49:48
929,457,763,2014-11-21 15:14:22
307,342,670,2018-06-28 10:33:02
246,255,601,2013-03-09 07:13:31
554,799,14,2014-09-12 08:33:07
337,850,581,2018-06-28 02:21:08
613,2,779,2013-02-28 12:13:03
767,462,61,2017-11-16 02:44:31
253,227,195,2017-09-15 03:52:56
967,623,673,2015-09-23 23:01:14
638,912,280,2017-11-22 23:28:30
932,176,946,2018-11-11 16:15:06
13,990,950,2013-11-29 16:24:51
532,936,434,2014-04-23 21:28:48
727,29,9,2013-07-08 11:59:10
997,586,473,2013-05-09 18:54:44
432,917,917,2018-05-21 05:14:35
123,291,862,2016-12-13 17:19:50
663,419,556,2017-10-13 21:38:26
764,496,558,2014-01-16 10:27:48
822,46,763,2014-11-26 18:20:16
527,846,995,2015-11-02 19:24:16
395,79,559,2016-01-02 19:38:30
632,677,624,2018-05-17 15:52:03
601,630,121,2017-05-14 08:34:47
831,416,899,2019-02-05 05:02:33
766,894,611,2015-01-15 13:15:26
562,156,880,2013-03-07 21:38:38
385,468,510,2018-01-07 05:24:56
926,317,939,2019-05-07 18:37:57
953,294,421,2013-09-28 20:19:05
611,539,663,2015-10-02 13:09:40
627,601,180,2015-07-02 13:50:30
61,661,779,2016-04-25 19:20:58
611,38,616,2013-05-19 08:53:22
585,748,19,2019-08-17 00:23:50
627,269,90,2018-01-10 10:46:56
886,806,217,2014-04-26 07:41:09
192,202,180,2016-03-20 20:20:06
554,495,312,2017-06-18 05:26:14
809,302,777,2016-09-10 17:53:24
5,246,413,2018-05-06 04:41:46
840,792,611,2014-04-16 13:28:59
687,360,14,2016-05-17 06:43:18
783,757,617,2019-08-18 13:09:07
469,652,61,2015-03-01 04:09:09
234,498,851,2018-10-06 11:49:50
658,479,302,2016-07-23 19:13:55
957,655,811,2017-07-30 01:57:55
126,726,862,2018-03-02 13:01:39
166,754,525,2019-10-03 10:37:02
72,591,846,2014-01-26 22:42:18
899,20,835,2019-06-16 19:24:35
193,257,421,2016-04-09 16:30:56
405,963,864,2018-03-27 01:12:34
598,238,30,2014-07-18 06:45:00
392,550,670,2013-09-23 03:26:56
144,50,645,2014-08-17 00:44:39
726,223,618,2017-08-31 03:50:35
126,507,617,2019-02-28 14:10:35
106,94,670,2013-05-28 23:08:55
825,176,618,2016-06-08 17:44:49
98,165,532,2018-06-12 03:15:52
102,60,180,2015-06-15 15:37:21
122,765,858,2014-09-16 19:29:28
92,813,865,2019-11-21 21:46:21
96,971,341,2013-08-02 14:47:30
521,696,311,2013-05-25 19:59:20
892,609,865,2017-10-27 22:30:30
231,767,678,2017-01-27 16:53:19
986,163,604,2019-02-16 22:36:56
264,636,203,2014-12-16 09:47:32
420,605,80,2016-03-09 10:54:13
128,703,571,2017-12-15 06:09:58
563,200,559,2019-04-02 00:36:44
615,77,909,2017-09-23 10:40:53
88,670,777,2014-04-06 11:41:49
434,270,645,2018-08-23 01:25:06
735,999,883,2016-08-30 06:46:39
182,811,732,2017-09-08 08:08:54
633,27,341,2013-10-03 06:42:36
358,94,706,2013-09-28 19:32:47
98,812,663,2014-05-12 06:32:48
523,893,170,2018-04-15 16:09:25
937,773,264,2013-02-26 08:33:23
643,458,196,2015-06-04 09:02:19
288,735,122,2019-11-21 04:42:02
47,324,670,2017-03-16 04:24:11
414,794,274,2017-08-04 00:40:40
538,824,946,2016-03-12 00:57:58
113,218,851,2019-10-07 14:51:07
329,939,777,2013-04-20 19:15:31
684,465,995,2014-12-04 05:37:27
515,621,408,2018-05-09 16:41:14
342,393,571,2013-02-28 00:55:25
968,863,557,2013-08-10 13:58:55
984,256,917,2014-07-28 08:38:01
781,80,217,2015-11-28 09:48:13
122,428,959,2016-05-01 21:36:05
764,726,19,2015-12-07 15:31:43
586,581,227,2014-07-08 10:53:48
44,475,315,2016-02-09 16:34:03
665,910,85,2013-01-20 15:25:07
895,654,361,2014-08-05 00:39:07
259,102,361,2013-09-17 14:57:49
82,171,621,2018-02-19 09:07:52
642,292,779,2014-04-13 16:34:35
268,53,384,2019-10-18 23:57:02
512,433,946,2016-01-01 01:05:35
624,251,312,2013-09-20 20:42:09
383,591,262,2019-08-06 23:52:49
667,841,121,2014-03-07 23:05:25
279,796,851,2017-05-03 19:26:22
839,986,955,2019-03-23 21:07:27
71,945,592,2015-09-30 19:22:34
431,896,774,2017-07-11 14:42:09
430,582,312,2013-12-27 16:01:55
130,295,532,2013-12-01 09:01:20
710,33,592,2013-10-19 20:20:18
580,818,373,2019-02-03 08:56:43
13,399,550,2017-10-23 11:35:47
534,219,917,2014-12-09 06:21:28
926,27,122,2019-05-18 16:45:58
317,158,430,2018-02-14 12:02:49
374,174,571,2018-02-24 22:53:05
591,688,540,2013-10-20 07:48:26
210,546,473,2017-11-09 16:25:13
497,614,312,2014-02-05 02:34:39
923,731,604,2018-08-25 08:17:18
380,298,311,2016-07-03 07:12:26
474,154,898,2013-08-28 20:55:54
269,706,946,2014-08-10 08:16:15
789,884,195,2016-12-23 15:49:26
424,593,408,2014-12-16 10:19:46
435,123,449,2013-09-11 14:54:50
945,723,779,2013-07-04 04:53:19
341,460,505,2016-06-02 07:40:11
109,231,592,2019-12-25 20:42:45
329,386,94,2013-11-23 12:56:11
777,800,170,2019-01-14 09:31:34
516,56,645,2019-09-12 02:43:37
550,964,408,2017-12-19 19:06:38
448,304,527,2016-12-26 01:00:16
865,287,311,2019-06-30 11:18:50
127,932,39,2019-02-22 23:46:32
602,718,449,2017-12-12 11:25:29
460,214,773,2017-03-11 14:25:14
537,590,777,2014-04-02 21:35:06
26,840,311,2016-03-15 13:30:53
806,613,180,2016-10-02 12:14:04
804,184,196,2013-03-04 04:48:28
380,196,774,2019-12-15 13:26:55
568,525,428,2016-11-30 22:34:59
301,194,221,2016-09-19 01:06:33
939,790,442,2013-09-21 00:39:34
183,884,505,2019-09-11 06:17:09
587,682,914,2019-08-05 00:47:52
141,59,87,2017-12-31 08:25:18
868,127,292,2017-01-23 23:31:39
225,520,505,2019-02-15 09:41:20
131,450,732,2018-03-25 22:34:24
418,589,552,2017-05-04 02:34:28
982,619,592,2017-01-03 20:53:25
580,40,779,2017-01-13 12:08:19
128,435,673,2017-06-26 21:09:16
577,699,556,2018-12-12 02:49:38
154,732,341,2018-10-19 21:46:10
940,643,674,2015-05-14 18:59:00
881,570,557,2018-02-16 03:23:37
435,814,473,2015-01-07 02:39:06
279,871,384,2015-02-12 06:36:14
116,436,246,2013-12-28 12:02:39
883,730,773,2017-09-20 19:35:54
677,60,558,2016-02-16 11:03:52
712,655,473,2015-08-14 14:55:55
190,269,540,2019-01-09 03:48:58
268,322,102,2015-06-23 14:15:03
646,595,217,2016-03-04 21:41:07
636,468,645,2016-05-31 14:57:24
344,323,557,2013-11-24 02:20:48
4,457,674,2017-10-22 03:21:07
926,35,904,2013-05-19 23:40:27
584,481,859,2015-09-21 10:08:30
967,724,121,2017-02-23 01:20:25
178,376,94,2016-07-07 05:37:03
719,98,959,2017-12-23 06:38:08
455,832,663,2016-02-24 12:16:59
962,147,312,2015-06-23 04:10:24
748,959,312,2017-01-16 11:11:23
345,661,87,2014-05-11 11:15:18
188,476,946,2014-04-30 18:54:34
947,574,955,2019-06-03 14:52:15
509,942,262,2015-03-31 04:21:02
805,165,611,2019-12-17 21:10:44
265,51,39,2019-11-22 13:36:21
396,279,611,2013-03-16 21:42:37
156,643,527,2017-08-25 10:27:04
552,495,645,2013-01-15 17:26:43
714,770,532,2019-07-12 15:51:43
720,171,122,2014-01-01 23:38:12
900,338,995,2014-09-15 07:54:03
400,45,312,2014-07-24 12:37:05
679,738,31,2016-05-30 13:37:59
371,399,908,2017-03-01 17:28:46
151,962,80,2017-02-09 14:00:19
321,392,203,2018-08-29 11:41:22
831,655,645,2017-02-27 11:40:51
567,984,230,2013-10-10 16:13:13
534,24,663,2018-10-25 13:31:28
906,424,763,2013-12-31 03:54:00
607,10,670,2019-03-05 08:33:17
369,815,31,2017-11-27 01:00:30
774,545,265,2013-01-10 23:36:51
472,509,640,2017-12-12 21:59:07
3,281,525,2017-02-26 07:16:57
436,123,406,2017-02-24 22:43:46
535,69,940,2015-07-03 17:27:35
707,812,19,2016-02-13 16:14:57
381,109,408,2018-05-12 17:22:27
241,3,640,2016-12-27 14:37:07
605,250,341,2017-02-22 18:44:03
396,376,227,2016-09-11 22:54:07
176,510,30,2014-09-15 06:51:10
243,893,262,2019-10-23 05:19:11
595,633,616,2019-06-02 02:21:10
739,64,618,2013-02-18 08:19:40
818,364,376,2016-09-18 06:20:09
107,700,428,2014-12-04 18:25:24
270,22,656,2013-06-19 17:07:36
97,494,673,2013-03-16 11:05:30
57,526,305,2013-06-08 04:39:38
709,222,859,2016-07-09 09:33:44
762,819,735,2018-12-01 14:49:10
682,545,510,2016-12-21 15:20:19
105,629,428,2018-07-16 12:02:31
494,460,637,2014-12-30 14:14:30
604,309,611,2013-08-01 08:18:15
502,230,898,2019-10-31 20:23:00
514,459,217,2018-06-29 15:23:45
20,425,670,2018-06-09 19:07:58
945,706,735,2015-11-09 00:41:45
259,448,898,2014-02-23 19:19:18
476,971,647,2013-08-04 10:41:22
886,502,581,2018-12-02 14:10:55
242,99,898,2018-07-07 05:32:53
973,442,274,2013-06-26 10:11:58
981,487,19,2016-05-09 14:48:48
431,708,408,2013-10-02 01:40:13
732,397,318,2015-06-13 04:07:13
202,389,571,2019-07-25 05:25:57
491,994,376,2019-05-03 05:48:38
322,965,39,2016-04-28 12:49:18
946,463,102,2016-04-09 14:44:41
770,500,6,2017-03-25 14:55:49
33,903,674,2017-09-04 02:53:07
768,345,645,2014-12-10 16:54:03
293,226,635,2018-12-02 00:54:35
799,657,195,2016-08-07 06:07:46
86,554,880,2013-08-01 13:47:23
326,191,692,2019-07-31 00:29:22
18,605,581,2017-12-12 02:30:44
363,657,361,2019-01-15 17:27:01
570,846,234,2013-12-25 01:33:50
771,740,872,2019-08-02 20:48:46
150,946,292,2018-02-26 17:02:15
272,973,670,2015-03-26 14:54:00
954,823,904,2014-02-25 20:25:32
398,169,203,2018-11-25 22:13:31
413,418,959,2015-05-11 07:40:53
898,325,227,2017-02-07 17:05:24
412,604,421,2017-06-27 22:22:59
804,123,959,2015-02-10 00:46:49
50,481,54,2014-06-29 00:39:37
390,988,914,2013-08-04 10:19:22
304,113,540,2018-03-19 23:16:50
80,238,302,2019-04-04 15:29:09
884,752,624,2014-08-27 02:12:46
226,520,880,2017-02-07 01:21:11
660,777,617,2015-11-16 19:15:26
743,313,880,2018-11-21 08:07:48
405,953,604,2016-05-23 09:16:25
777,171,470,2014-01-19 05:02:57
591,677,305,2015-04-21 05:26:34
97,957,302,2018-03-23 04:49:03
243,796,54,2019-04-25 13:27:50
285,198,656,2013-10-14 02:15:57
694,276,674,2016-06-10 12:36:15
227,5,601,2019-03-26 21:40:25
850,660,618,2019-11-11 07:26:36
478,531,510,2015-11-09 12:34:59
146,697,894,2018-09-21 16:56:51
497,230,85,2016-04-17 06:46:32
943,652,618,2014-10-01 05:14:06
35,548,873,2014-04-21 13:41:08
719,558,645,2019-10-15 10:03:53
961,523,557,2014-11-21 09:25:30
497,798,748,2016-04-04 05:11:48
222,167,527,2014-08-02 01:14:08
635,917,61,2017-12-26 04:47:24
341,355,557,2015-05-04 12:47:28
560,77,872,2018-11-30 19:47:49
251,850,302,2015-10-11 21:18:39
51,754,434,2018-10-16 18:11:15
370,885,527,2018-03-04 20:14:23
76,488,873,2015-05-21 07:19:11
730,689,230,2019-06-30 12:12:26
790,2,87,2017-07-31 20:39:05
401,745,950,2019-06-18 06:05:54
645,463,864,2019-03-18 14:11:58
800,334,908,2015-05-01 00:43:36
431,552,732,2019-12-05 21:08:45
191,204,170,2014-06-17 06:04:07
287,693,264,2017-11-15 00:20:04
963,490,196,2015-06-15 06:20:58
592,422,678,2015-12-29 02:29:47
424,11,647,2014-09-12 14:28:58
942,868,261,2014-12-27 10:14:51
194,674,449,2018-07-18 00:01:54
727,578,510,2019-09-07 05:58:12
458,977,571,2017-02-11 22:23:51
223,908,280,2019-09-26 13:27:23
537,953,732,2017-05-01 18:15:33
898,581,656,2013-12-10 10:21:45
334,761,426,2015-03-27 20:21:06
870,268,525,2018-07-31 21:48:37
643,941,195,2015-06-15 10:16:20
306,277,898,2014-03-18 20:33:08
249,980,311,2015-01-01 04:47:26
792,968,122,2019-06-25 21:09:37
146,869,571,2014-02-08 05:50:39
301,697,449,2014-01-23 21:02:53
238,195,592,2015-01-29 04:19:15
460,294,14,2016-11-14 22:21:43
164,518,262,2013-04-17 02:50:51
113,152,635,2014-09-07 12:30:58
695,362,217,2017-01-01 09:29:01
298,138,880,2013-05-19 01:26:39
534,107,483,2017-06-14 02:37:38
220,16,510,2013-12-01 01:22:56
624,586,777,2016-06-22 16:17:22
525,96,170,2016-06-05 01:41:05
351,132,61,2013-09-30 11:00:36
848,243,558,2013-07-31 03:19:42
492,935,670,2015-03-29 04:28:13
673,128,87,2013-10-27 08:32:06
976,299,339,2013-07-24 17:09:54
496,924,732,2013-03-11 17:27:18
273,780,914,2015-09-20 10:31:38
567,867,550,2013-12-20 03:04:35
110,316,663,2015-08-08 02:51:27
656,53,955,2017-08-28 09:06:35
446,706,851,2013-05-07 03:21:47
899,706,234,2015-02-14 06:55:37
368,304,606,2019-11-26 05:25:54
810,443,217,2014-08-03 20:28:31
728,71,637,2016-08-03 22:38:30
731,591,312,2018-02-15 13:20:49
880,789,562,2016-06-02 17:09:45
728,919,611,2013-04-20 20:10:08
360,578,230,2013-01-01 19:20:46
733,812,483,2019-03-30 14:59:08
785,665,434,2014-07-18 08:09:29
666,806,779,2015-04-24 10:12:18
757,768,774,2017-05-30 16:09:55
67,282,663,2014-06-14 22:07:10
210,50,19,2019-03-17 09:09:44
1,550,217,2017-05-06 17:27:07
552,430,727,2016-10-12 14:57:05
944,497,442,2013-06-06 09:03:45
385,644,527,2017-04-17 12:12:30
525,289,302,2016-07-06 16:16:10
240,342,732,2019-11-19 20:35:05
746,629,858,2019-05-06 03:25:51
919,836,170,2015-07-06 14:24:07
677,259,195,2016-12-15 13:01:54
698,898,735,2016-11-19 08:04:34
840,803,505,2013-10-12 01:39:10
309,416,774,2016-03-15 14:14:30
205,353,510,2017-02-25 15:36:10
924,491,6,2014-10-01 10:52:19
632,112,339,2018-03-26 13:31:21
851,867,846,2013-02-19 03:37:57
824,56,773,2013-12-22 19:42:02
651,907,601,2018-06-27 19:11:35
260,742,978,2018-07-08 00:18:39
238,664,592,2019-07-20 04:47:04
22,121,618,2014-08-08 18:03:05
147,751,339,2016-06-14 05:23:10
258,499,196,2014-08-15 17:57:38
705,977,230,2013-07-08 09:04:53
39,358,995,2017-10-09 03:58:16
212,182,940,2016-01-17 15:38:38
452,454,483,2018-06-09 19:42:34
87,218,556,2019-01-16 06:08:02
863,887,562,2016-08-23 14:53:55
310,617,264,2019-03-16 07:34:48
668,283,835,2015-05-12 04:59:05
874,719,773,2015-05-28 03:01:55
298,760,635,2014-01-16 00:31:22
814,793,196,2015-03-03 13:05:11
672,213,950,2014-02-01 17:38:16
479,16,292,2015-10-30 17:59:53
638,78,706,2017-01-08 21:43:13
281,79,180,2016-04-07 13:23:56
49,990,617,2014-10-19 22:14:35
610,262,274,2014-04-05 03:46:34
222,659,311,2014-11-09 06:13:03
422,888,601,2013-10-07 18:48:11
343,536,904,2019-01-29 09:50:44
941,788,274,2014-11-06 19:16:58
237,442,31,2014-01-21 19:08:00
786,149,264,2019-12-06 03:04:53
825,852,669,2016-04-22 10:44:15
435,968,835,2017-09-17 11:06:11
886,119,862,2015-07-16 02:31:42
400,623,30,2015-11-13 05:24:33
962,84,234,2016-06-26 16:49:23
146,48,557,2019-09-22 08:17:37
336,74,851,2016-12-23 10:10:41
81,501,540,2016-10-27 23:03:36
43,732,581,2014-07-03 13:09:57
278,817,527,2018-12-29 17:32:59
820,607,647,2018-11-06 20:35:42
244,263,616,2017-03-04 15:05:33
272,612,592,2014-11-28 19:35:07
28,356,557,2014-01-29 05:22:28
213,496,261,2015-06-14 21:46:02
651,754,917,2015-02-08 05:31:00
430,135,859,2018-01-07 05:44:00
830,510,674,2015-06-02 23:15:50
480,260,341,2017-07-19 05:13:05
434,455,85,2019-12-06 17:41:54
53,879,408,2017-08-31 20:35:26
687,86,669,2013-12-31 06:08:16
944,11,557,2016-11-12 03:13:31
79,65,745,2016-12-09 20:25:06
541,801,562,2016-01-14 17:31:32
5,921,274,2014-09-06 09:37:09
537,575,39,2014-05-02 14:03:25
303,688,692,2017-11-23 09:01:54
159,420,262,2013-03-01 23:27:37
895,350,428,2016-11-04 11:27:05
636,271,14,2019-11-25 10:04:28
334,822,616,2016-01-10 07:58:27
992,620,449,2017-07-26 16:44:35
275,972,373,2016-04-17 23:02:31
87,481,908,2013-05-14 13:18:50
609,534,773,2019-11-18 16:36:54
97,354,9,2015-06-06 06:30:53
288,12,91,2017-04-11 12:28:50
909,975,84,2013-11-21 12:30:46
905,328,571,2019-12-05 14:54:34
871,992,30,2013-07-01 01:09:57
596,358,864,2015-12-26 04:36:29
858,441,426,2016-02-10 18:14:03
655,594,858,2014-01-02 23:19:14
107,994,606,2016-07-09 23:51:32
143,370,955,2016-02-26 15:16:46
189,702,745,2014-12-09 11:01:30
660,16,305,2013-04-27 19:25:36
996,803,611,2016-10-13 10:07:55
67,296,6,2017-04-08 23:36:10
482,608,341,2015-01-01 21:43:41
95,925,978,2013-06-28 17:27:31
851,890,28,2015-03-30 07:18:09
742,407,246,2013-05-31 13:37:51
640,828,604,2018-07-26 01:19:35
596,598,204,2015-02-26 19:09:00
171,387,339,2016-11-24 11:28:23
671,301,318,2015-08-18 11:03:35
216,231,645,2016-06-08 03:06:57
363,88,552,2019-12-04 12:31:36
749,149,81,2014-06-24 03:41:09
240,202,777,2017-06-27 02:14:54
80,646,637,2018-03-10 16:27:02
434,657,862,2017-04-14 11:51:21
525,927,85,2014-05-24 21:15:59
661,398,408,2018-09-22 14:54:15
326,252,80,2018-03-20 20:54:21
722,886,656,2016-01-03 13:45:13
145,316,102,2014-05-12 22:43:47
463,993,959,2019-04-08 00:31:03
336,809,904,2019-10-12 14:27:59
476,516,748,2015-02-28 05:44:25
606,130,616,2018-05-11 13:06:20
270,594,978,2014-02-14 23:22:00
397,575,914,2018-04-01 11:03:28
258,767,31,2019-09-08 21:42:49
356,50,449,2019-01-09 10:01:56
936,226,384,2018-09-22 12:31:34
93,633,312,2013-07-06 02:00:39
391,280,774,2016-05-14 14:51:59
986,820,361,2013-03-06 08:19:30
961,230,532,2014-04-13 12:31:29
509,631,28,2018-07-03 03:27:31
957,207,592,2017-05-12 21:47:00
590,899,727,2014-10-17 21:53:12
862,73,618,2016-08-30 12:56:47
899,875,678,2018-04-22 23:58:22
289,965,264,2016-06-13 00:16:13
616,142,376,2019-08-02 22:52:09
726,974,692,2017-11-05 23:27:19
217,572,80,2016-10-04 05:22:14
22,307,645,2013-04-24 08:06:15
798,833,402,2017-12-27 12:33:01
305,541,955,2014-06-14 16:25:19
97,239,745,2013-10-10 03:21:17
717,576,763,2014-05-12 11:29:54
913,134,779,2018-03-19 15:06:52
732,592,864,2015-06-03 00:09:04
930,405,428,2017-10-07 02:17:19
815,836,635,2019-05-02 22:29:49
407,239,30,2019-06-06 05:24:25
666,694,859,2016-08-18 12:19:22
357,957,556,2019-06-17 09:48:35
7,61,80,2017-11-08 06:07:53
388,678,732,2018-02-02 20:49:29
403,72,54,2016-04-15 23:08:36
579,762,227,2016-08-28 01:38:19
607,857,155,2019-06-04 10:18:16
495,714,428,2018-03-12 03:28:19
415,759,763,2016-07-03 21:28:42
90,890,864,2014-07-28 03:14:26
351,522,315,2016-08-23 05:51:36
700,625,102,2013-09-23 07:26:03
391,457,262,2018-12-26 01:16:40
702,221,904,2013-03-05 00:28:55
49,431,811,2013-05-19 13:17:03
994,296,995,2017-09-27 19:52:29
682,354,87,2019-03-07 10:06:48
328,679,621,2017-11-01 18:14:52
139,654,155,2016-09-25 02:19:18
598,79,859,2019-05-06 01:46:20
171,324,647,2019-06-13 12:12:16
862,90,557,2015-09-15 08:27:44
66,513,763,2019-10-10 04:31:58
371,954,946,2018-05-15 04:32:33
455,299,673,2014-11-13 19:57:29
829,479,19,2018-12-05 20:33:44
806,510,473,2014-05-24 02:43:22
782,847,61,2019-09-15 01:51:10
582,46,121,2017-09-14 22:17:18
853,46,835,2019-09-28 19:01:10
606,596,745,2014-10-30 22:58:25
803,749,87,2013-03-11 15:55:23
453,156,311,2018-10-16 18:25:57
361,993,745,2015-01-10 12:07:55
874,385,880,2014-03-31 03:18:55
150,671,302,2013-07-19 19:41:36
457,490,87,2016-12-04 20:45:06
643,514,84,2015-02-11 00:55:21
90,226,80,2016-03-27 09:38:28
81,145,28,2015-04-12 09:31:25
117,72,663,2015-03-07 05:04:46
961,268,449,2013-08-17 20:19:20
728,30,601,2018-05-09 03:44:42
884,978,858,2019-09-17 10:08:45
896,744,898,2016-11-21 17:35:19
557,16,6,2014-10-26 10:17:22
916,631,84,2019-06-25 18:22:06
487,665,835,2014-08-04 03:32:55
912,714,656,2017-05-08 07:35:53
755,523,230,2017-06-28 11:23:29
851,382,692,2017-08-17 09:21:02
844,259,727,2018-06-11 13:16:45
913,86,203,2017-04-19 05:39:17
534,375,618,2017-09-17 18:59:28
147,707,777,2016-08-25 23:37:52
586,995,234,2017-11-15 18:11:34
360,971,727,2017-04-15 06:31:43
608,880,94,2013-11-23 01:58:19
663,195,673,2016-05-31 10:08:23
6,829,835,2018-06-09 09:50:52
754,499,261,2017-06-15 05:41:54
99,867,663,2015-03-07 02:56:25
523,153,170,2014-03-29 04:18:52
777,366,406,2016-09-13 20:31:56
924,66,559,2016-01-25 12:19:14
202,941,373,2019-10-19 21:33:11
240,950,621,2013-05-15 05:10:55
112,753,80,2013-09-25 21:11:18
577,382,669,2014-11-30 20:57:53
512,545,851,2018-09-09 05:47:35
429,365,122,2016-08-25 15:28:03
309,758,876,2018-09-18 01:34:30
451,516,315,2014-08-10 08:37:51
119,767,883,2016-03-15 19:01:36
524,2,811,2017-05-11 22:47:53
413,342,940,2014-02-10 00:22:51
902,272,978,2016-04-14 18:30:09
834,744,940,2019-03-08 15:36:10
41,125,318,2019-05-26 19:17:04
749,203,221,2014-01-15 01:44:10
989,508,914,2014-08-27 08:58:11
83,1,149,2018-02-23 16:39:31
802,400,748,2013-12-23 17:45:52
276,869,727,2016-07-16 05:46:28
811,991,434,2016-02-03 04:08:57
832,296,909,2016-09-06 06:14:59
55,749,811,2015-11-18 14:43:03
333,10,265,2016-03-14 16:34:49
249,800,80,2019-04-02 21:24:33
338,448,663,2014-05-16 01:53:15
761,499,505,2014-05-17 15:56:31
409,719,39,2014-07-19 12:55:01
373,118,265,2017-03-30 04:38:21
200,551,384,2013-10-27 23:00:36
60,458,170,2017-09-03 07:46:00
160,448,811,2014-07-03 16:12:07
120,16,311,2015-01-16 19:23:17
960,362,373,2013-05-24 10:18:23
890,854,274,2013-03-10 00:38:02
16,911,978,2016-03-03 11:16:58
202,430,265,2015-05-05 09:00:43
494,657,635,2016-01-03 23:24:41
119,909,265,2013-11-14 07:06:55
885,82,940,2015-05-06 15:26:58
290,71,552,2013-09-20 05:03:16
397,862,559,2018-06-20 15:22:28
241,598,305,2015-12-13 15:07:30
952,553,227,2016-12-06 14:30:07
329,150,376,2018-11-04 22:46:12
608,62,540,2015-06-07 11:03:09
537,171,406,2014-09-20 08:51:54
216,763,428,2016-04-08 00:49:21
880,658,876,2013-08-08 10:45:24
530,410,373,2018-07-11 04:51:38
765,257,170,2014-06-30 03:21:24
978,502,904,2018-07-25 03:13:50
550,77,39,2014-03-14 05:34:40
215,770,640,2019-10-07 06:07:18
706,442,421,2017-06-29 13:22:22
108,15,557,2014-11-29 17:07:46
499,373,339,2017-11-14 04:01:39
16,180,122,2019-04-22 17:45:39
69,575,406,2019-10-16 12:07:45
826,338,204,2013-02-07 08:49:22
677,943,305,2013-08-18 15:51:40
906,75,406,2018-12-01 13:04:01
570,296,265,2014-06-27 07:43:15
962,443,727,2018-10-25 04:23:52
722,695,692,2014-12-06 10:10:32
645,17,31,2014-12-08 02:21:56
558,562,779,2014-11-07 01:32:46
506,382,180,2014-08-29 10:32:03
637,39,408,2018-11-16 03:24:48
822,351,873,2017-07-25 22:43:58
603,660,678,2014-10-07 01:05:06
152,458,87,2016-04-26 23:45:56
409,601,217,2013-11-18 00:56:39
915,479,645,2013-01-11 05:14:38
448,462,774,2015-09-14 08:20:48
283,932,428,2015-02-21 23:09:30
683,188,883,2019-11-01 04:09:51
125,91,428,2018-01-31 08:11:55
207,198,978,2014-05-20 13:47:47
310,591,413,2017-03-08 04:06:10
219,522,195,2015-08-25 02:45:50
605,5,940,2017-11-18 08:32:14
883,839,339,2016-05-02 05:01:53
627,92,149,2019-09-05 01:19:15
743,659,950,2016-04-27 17:59:07
254,612,864,2018-07-29 15:39:47
716,852,706,2014-07-01 23:20:22
647,133,483,2017-01-25 04:47:33
220,457,562,2014-07-06 20:40:34
429,93,28,2018-06-01 21:36:56
105,452,835,2018-05-24 21:26:19
590,785,777,2019-12-01 08:36:49
65,488,421,2018-06-26 10:05:21
424,541,203,2017-11-01 21:47:34
523,744,640,2015-02-15 23:39:31
455,458,196,2016-04-18 02:17:31
855,721,581,2019-01-03 05:02:16
562,495,483,2019-06-12 19:39:31
60,514,121,2015-02-20 08:48:55
501,166,663,2019-02-20 14:31:40
673,236,510,2018-06-05 01:16:06
402,17,525,2013-09-30 10:39:27
297,870,30,2013-05-17 19:42:27
984,225,624,2019-02-05 22:24:46
920,431,102,2019-09-05 08:27:31
735,991,604,2014-06-10 07:35:05
231,926,678,2017-06-09 04:52:24
996,818,647,2013-08-10 20:40:18
648,440,858,2016-02-01 08:14:29
827,970,505,2016-04-24 08:11:21
479,155,678,2015-11-04 15:03:15
998,618,904,2017-06-23 19:34:01
295,562,846,2019-11-05 23:56:36
377,824,264,2014-05-04 18:31:21
339,958,180,2015-08-07 07:51:31
723,740,527,2015-03-15 04:26:20
302,937,61,2019-07-08 15:31:44
14,596,883,2013-01-26 07:03:03
635,494,274,2013-04-12 15:03:31
53,114,525,2018-07-30 12:06:41
171,17,669,2019-04-07 22:01:59
950,823,261,2015-05-20 21:43:37
95,829,571,2019-10-15 17:55:02
840,838,727,2018-02-08 11:26:22
741,548,292,2018-06-28 04:21:43
515,275,85,2017-02-28 14:54:39
615,263,505,2014-05-31 07:25:05
663,613,421,2017-01-23 11:18:58
336,380,6,2014-08-26 01:46:28
340,104,30,2013-10-31 09:02:30
97,102,581,2017-08-21 14:43:15
725,592,611,2018-09-13 05:02:31
537,762,9,2019-01-18 07:59:00
210,798,527,2013-04-22 06:45:57
290,988,428,2014-11-08 12:56:06
564,868,510,2019-03-25 04:01:01
40,121,978,2019-02-07 05:02:06
