client_id,product_id,store_id,amount,purchase_time
48,367.759.93,246,2,2017-07-18 21:09:37
172,617.938.94,102,1,2018-02-18 03:05:09
513,743.216.23,928,2,2016-11-04 01:02:36
52,612.122.86,662,1,2016-04-25 15:34:19
540,148.939.37,154,3,2018-03-15 03:43:21
671,267.949.97,214,3,2016-01-24 15:36:45
430,526.635.52,318,2,2018-07-07 03:37:11
230,228.470.82,911,1,2019-05-22 19:48:46
136,736.564.43,315,1,2016-12-17 09:05:11
469,307.763.42,175,3,2016-09-10 21:44:43
526,738.993.70,807,3,2017-01-27 21:25:07
929,680.668.91,685,3,2017-02-14 21:03:11
359,862.382.34,640,1,2019-04-21 18:03:06
613,207.152.26,113,2,2018-09-13 09:56:44
467,323.391.56,320,3,2019-02-18 05:08:24
677,962.626.16,859,3,2017-05-08 23:19:59
354,486.382.85,398,2,2019-05-25 13:02:21
269,485.595.67,516,3,2017-07-18 03:29:12
848,876.105.84,748,1,2017-12-26 23:36:30
699,752.230.89,693,1,2016-04-18 16:11:49
400,587.177.20,489,1,2016-04-26 00:47:49
991,508.311.87,615,2,2019-08-02 08:48:34
891,203.580.31,477,1,2017-02-10 18:49:49
108,889.205.36,394,2,2019-10-15 06:26:37
175,752.230.89,875,1,2019-08-25 22:12:28
917,418.662.83,770,2,2017-03-12 20:22:26
653,701.316.89,388,3,2016-08-14 14:54:31
79,964.608.71,659,2,2019-08-24 08:45:38
820,429.667.32,489,1,2016-09-08 20:54:48
244,638.518.58,612,3,2017-08-08 10:26:19
257,620.958.64,992,3,2019-05-16 13:54:41
81,404.575.83,815,2,2018-11-06 11:05:58
853,451.986.19,423,3,2018-01-17 23:11:27
882,474.650.31,559,1,2019-05-26 08:46:46
431,316.220.76,327,2,2017-01-09 09:53:34
597,590.449.54,718,3,2019-11-22 15:36:14
363,272.819.91,951,2,2017-08-11 04:36:15
336,335.624.36,36,1,2018-12-15 23:02:33
310,359.789.73,415,1,2017-08-01 15:07:43
915,685.882.31,918,3,2019-08-17 07:33:32
886,363.687.34,158,1,2016-02-12 03:53:18
142,260.169.94,634,2,2019-07-26 11:19:31
560,840.302.90,128,3,2018-02-07 15:24:22
569,450.585.62,862,1,2016-09-06 16:46:09
1000,815.866.38,289,3,2019-12-26 05:12:59
455,427.983.74,251,1,2019-06-09 19:13:56
552,964.608.71,870,2,2016-01-01 20:12:25
549,707.822.85,745,1,2016-05-22 23:53:22
780,840.302.90,117,2,2017-03-19 09:26:16
355,295.336.93,842,2,2018-01-26 05:42:48
979,974.435.73,236,3,2016-11-17 12:54:52
159,433.982.30,170,3,2016-02-03 22:48:26
558,371.943.52,620,2,2017-02-21 21:55:15
669,344.747.68,956,3,2018-11-22 16:48:16
963,393.671.15,907,2,2018-01-26 09:06:09
414,767.617.15,905,1,2019-10-12 15:32:29
281,485.595.67,480,3,2018-03-09 07:42:09
915,781.518.50,690,2,2016-03-01 07:33:52
272,682.738.94,221,1,2017-11-05 20:12:51
418,445.341.52,31,1,2018-04-14 05:22:35
448,544.427.94,6,1,2019-10-16 05:38:00
174,474.675.80,41,1,2019-09-13 06:47:10
867,995.990.68,603,1,2017-04-08 05:48:06
202,704.764.41,166,1,2017-01-20 05:04:45
167,754.100.68,357,3,2019-09-05 07:28:25
907,107.719.78,825,1,2019-08-06 09:28:40
176,714.633.73,540,2,2016-10-07 05:52:50
263,865.220.98,323,2,2017-06-23 16:35:25
211,656.502.48,947,1,2019-08-17 22:17:21
63,242.892.92,374,3,2016-05-03 06:11:44
938,788.688.48,946,2,2018-12-01 05:30:43
606,178.448.76,172,2,2017-03-11 15:01:37
981,516.694.14,625,1,2018-01-02 20:53:24
910,433.982.30,383,2,2018-02-21 21:33:25
464,509.884.79,13,2,2016-05-20 06:11:22
478,392.256.10,126,1,2017-11-10 02:09:10
105,614.123.24,550,3,2018-12-19 06:22:49
733,356.906.80,729,3,2018-07-16 20:45:12
946,905.758.57,642,1,2018-05-15 02:27:27
990,407.794.21,726,2,2019-12-22 21:31:32
603,114.562.18,676,2,2018-11-06 14:45:22
79,967.834.62,298,2,2018-08-20 21:23:05
341,938.684.91,391,2,2018-06-09 21:31:28
392,911.770.18,423,3,2017-02-07 01:31:35
432,257.921.51,417,2,2019-05-10 07:59:48
945,168.253.38,13,1,2016-02-06 07:20:46
723,471.858.42,202,2,2017-04-12 12:15:18
594,346.405.39,108,2,2017-01-10 19:07:24
22,983.741.71,693,3,2016-01-19 18:06:31
418,803.631.58,324,3,2016-09-24 23:16:44
649,416.848.97,891,1,2016-04-09 09:10:25
947,103.742.23,947,1,2016-10-12 02:22:14
404,742.726.38,383,1,2018-01-14 03:30:42
986,140.528.96,218,2,2018-06-13 02:54:10
842,537.654.28,844,1,2017-02-22 14:10:00
446,207.146.95,870,3,2018-01-05 21:30:09
420,776.584.95,883,2,2017-09-18 22:35:03
501,811.789.32,816,3,2017-06-15 20:00:27
677,604.526.11,520,2,2019-07-04 18:05:40
908,734.347.24,828,2,2017-01-22 08:29:57
223,346.499.77,950,1,2017-02-23 20:06:06
58,267.871.73,141,2,2017-01-19 03:57:53
346,726.429.48,977,3,2017-05-10 15:31:01
59,404.575.83,802,1,2019-04-12 09:06:39
542,837.689.89,845,2,2016-11-01 13:55:20
44,726.847.82,817,3,2017-06-06 19:21:23
221,865.920.12,498,1,2019-02-24 15:23:30
482,830.629.25,52,2,2018-08-13 07:02:57
707,343.685.87,10,2,2018-01-22 04:00:34
516,623.817.29,225,3,2018-07-03 11:10:51
330,185.426.59,939,2,2017-06-26 20:04:03
40,954.360.21,436,2,2019-11-21 01:34:52
691,987.484.87,163,2,2018-12-12 15:16:15
697,843.504.67,324,2,2018-05-04 21:59:41
888,392.282.53,191,1,2018-05-12 13:10:33
219,284.126.23,323,1,2018-02-19 11:35:06
96,995.827.53,201,2,2018-06-19 10:23:10
969,280.685.20,159,2,2018-01-12 04:24:59
213,709.909.58,948,2,2018-10-19 06:08:03
470,405.393.82,985,2,2019-07-17 21:29:58
55,226.628.43,581,3,2018-11-20 09:33:24
968,862.382.34,636,1,2017-10-21 12:54:21
160,191.122.57,111,3,2018-08-07 18:51:50
828,451.591.56,543,3,2016-02-03 11:41:26
676,728.399.39,447,3,2017-04-23 16:17:40
479,632.325.34,595,1,2017-06-09 16:30:38
972,788.688.48,50,3,2019-07-04 23:14:12
898,715.394.25,588,1,2017-04-09 20:13:56
770,557.138.24,81,3,2016-08-12 06:52:10
564,995.827.53,109,2,2016-11-17 22:26:30
635,545.172.52,21,2,2018-09-11 02:05:27
914,810.656.53,717,3,2017-09-13 04:25:39
237,176.811.94,468,3,2018-08-24 21:39:14
440,739.338.14,334,2,2016-08-09 16:23:20
27,138.718.29,677,1,2018-04-19 01:01:23
744,736.564.43,717,2,2017-12-13 14:35:56
675,181.633.49,574,3,2016-06-05 12:16:19
448,277.841.32,1000,3,2018-05-28 18:48:07
603,579.846.88,842,3,2016-08-06 22:21:35
303,555.826.81,342,1,2016-07-05 12:56:52
6,267.949.97,54,3,2019-06-17 16:22:37
323,843.504.67,39,3,2019-12-24 14:49:06
583,341.283.37,189,1,2018-01-23 21:41:59
417,298.856.43,433,1,2019-09-26 19:28:42
98,206.326.56,311,2,2019-01-15 08:05:45
788,269.988.40,907,2,2016-07-22 16:08:02
938,524.578.59,616,2,2016-12-23 19:51:34
886,638.518.58,267,2,2017-08-22 21:26:35
462,844.936.55,483,1,2016-02-09 20:52:54
94,217.641.23,243,3,2016-01-09 10:53:04
996,873.567.26,671,3,2019-08-10 21:56:30
547,267.871.73,152,2,2019-04-13 02:40:23
566,536.749.56,938,3,2017-05-07 02:35:03
549,843.979.90,332,1,2019-01-26 20:34:36
455,853.880.81,31,1,2016-11-26 06:14:17
531,299.395.84,304,3,2018-01-09 14:40:41
973,561.860.98,967,1,2018-05-18 10:29:24
192,923.787.73,219,1,2017-01-11 19:10:39
217,552.530.22,158,3,2016-08-06 22:27:15
818,392.282.53,114,3,2018-04-25 06:57:43
793,226.628.43,131,2,2016-04-17 23:19:07
956,987.484.87,494,2,2019-08-12 15:47:44
635,105.959.53,191,2,2019-02-11 23:58:48
966,153.418.92,207,1,2018-12-09 03:27:31
817,847.150.41,960,2,2016-04-25 18:04:41
881,211.455.37,894,3,2019-08-08 16:16:35
365,612.254.14,309,1,2019-02-12 05:41:52
989,118.307.70,403,3,2018-04-11 07:08:49
618,189.877.30,245,2,2016-03-07 08:54:06
674,672.225.29,294,2,2017-09-04 10:33:53
640,346.405.39,914,2,2016-05-16 18:31:17
659,538.735.70,717,3,2019-06-02 23:41:18
300,490.322.79,410,2,2018-03-11 18:03:08
826,268.611.19,497,2,2016-12-27 10:07:00
746,857.761.49,520,2,2016-12-08 01:34:08
669,523.526.55,675,1,2016-04-25 18:23:53
113,346.463.94,752,2,2016-02-28 18:10:14
418,840.302.90,158,3,2017-06-23 10:09:50
355,392.108.39,427,1,2016-12-05 06:53:20
316,763.986.43,661,2,2017-03-23 02:10:42
463,407.794.21,255,2,2017-02-19 06:22:21
515,280.685.20,859,3,2016-07-03 09:03:42
494,654.369.54,567,3,2017-08-19 13:38:25
290,266.205.35,471,3,2018-01-01 18:36:34
51,836.120.63,217,1,2017-07-07 13:09:50
17,191.122.57,329,2,2018-07-24 08:22:54
747,793.627.57,3,2,2019-06-24 13:39:13
162,915.609.32,465,3,2018-11-18 17:30:35
491,826.311.69,882,2,2017-01-11 02:38:46
363,493.606.74,700,3,2018-07-24 20:40:59
987,184.107.63,736,2,2018-09-08 11:41:43
886,460.514.13,876,1,2016-01-08 00:44:24
515,335.624.36,212,1,2018-10-07 17:45:02
454,349.863.49,112,2,2018-09-11 11:58:30
412,411.408.57,298,2,2016-08-03 02:16:18
745,822.984.21,877,3,2019-02-21 11:12:03
108,349.863.49,572,3,2016-07-27 04:17:04
598,728.399.39,202,1,2017-02-19 12:04:02
517,974.435.73,837,2,2016-12-01 08:27:52
170,709.652.13,737,3,2018-09-13 02:25:28
701,228.470.82,314,2,2016-06-21 12:54:34
543,321.374.34,980,2,2016-03-26 00:29:31
92,194.594.60,251,2,2017-12-26 19:31:18
523,365.378.30,279,3,2018-01-25 22:22:49
954,295.336.93,294,2,2019-07-21 01:07:50
210,443.629.68,885,1,2018-03-01 18:44:42
779,533.392.54,862,2,2019-07-18 19:56:21
374,745.791.36,856,2,2016-10-17 02:50:43
18,324.243.91,691,2,2017-08-11 05:48:14
857,682.738.94,177,3,2018-06-25 11:00:06
462,660.669.14,373,3,2017-11-04 01:59:35
423,118.399.40,621,3,2017-10-16 18:45:08
502,789.715.68,231,3,2018-07-01 19:47:23
487,701.316.89,473,2,2016-04-11 11:25:13
406,517.813.92,163,3,2016-02-27 21:02:24
83,617.938.94,299,2,2019-08-10 23:20:16
439,456.467.75,575,2,2017-06-22 18:23:30
259,741.548.66,836,3,2017-04-19 04:15:51
85,346.447.10,33,1,2017-08-01 22:44:57
468,437.807.55,657,3,2017-07-28 13:04:34
853,561.635.33,823,3,2018-02-22 11:45:24
210,437.516.85,928,2,2016-06-25 17:20:16
117,475.857.23,881,3,2017-03-23 06:53:36
22,110.441.89,405,3,2018-11-11 04:17:32
221,866.639.51,237,3,2016-05-07 20:57:13
35,636.186.37,533,2,2018-12-03 19:12:31
643,184.300.35,31,1,2017-01-01 13:57:21
760,204.328.52,837,3,2018-03-01 15:59:50
966,224.926.11,43,1,2017-06-20 03:08:03
216,660.870.86,150,1,2017-08-07 16:00:23
736,225.702.17,788,3,2017-07-01 01:35:42
601,883.212.92,184,1,2016-12-14 13:47:25
640,886.904.83,587,3,2019-07-26 18:14:58
840,257.999.21,214,2,2017-05-01 01:44:27
454,351.205.18,438,2,2018-12-25 22:09:49
350,356.322.87,620,2,2018-05-21 19:15:05
66,197.154.68,120,2,2018-02-17 16:35:20
886,475.857.23,728,3,2016-03-12 10:52:00
866,868.224.62,86,2,2016-05-04 06:41:11
485,211.455.37,878,2,2019-09-28 07:31:12
8,988.367.29,511,2,2019-09-18 22:10:47
384,702.788.42,587,3,2018-09-11 07:59:27
902,228.154.62,127,3,2018-07-22 20:51:19
387,870.407.73,537,3,2017-12-08 01:19:06
266,462.591.13,704,2,2016-12-08 01:15:44
285,359.678.93,299,1,2018-01-12 19:05:08
155,536.837.92,847,3,2017-02-05 07:28:46
171,527.175.10,609,2,2017-08-28 18:50:55
12,184.678.74,497,3,2018-12-17 12:08:55
297,888.228.64,294,1,2019-09-28 21:57:06
418,742.726.38,579,1,2018-05-15 22:57:55
775,557.160.57,754,1,2018-03-07 04:09:09
999,128.267.48,594,1,2018-08-06 13:18:45
546,268.921.13,808,1,2016-01-13 05:24:11
510,578.975.21,888,1,2018-08-25 08:00:34
879,521.106.40,801,3,2018-02-11 21:59:33
514,485.595.67,575,3,2018-08-07 12:42:57
822,133.607.41,747,2,2019-09-02 12:06:48
343,327.543.78,303,3,2019-01-01 07:35:34
678,654.369.54,494,3,2017-08-08 12:02:23
434,883.212.92,619,1,2017-09-05 04:58:07
857,135.952.37,157,2,2016-10-12 06:03:58
323,153.878.73,970,3,2016-05-23 13:42:06
368,644.615.47,408,1,2018-01-06 11:26:36
608,437.807.55,367,1,2017-12-16 05:47:06
89,726.990.80,995,3,2018-11-03 00:29:12
765,492.787.33,699,3,2017-08-16 00:32:20
865,508.844.65,804,3,2019-05-28 13:46:33
103,899.164.84,792,3,2018-05-19 19:58:28
191,531.100.20,956,3,2017-11-01 08:52:47
162,937.792.84,491,1,2019-08-05 19:28:43
26,411.408.57,520,3,2018-03-11 11:57:11
753,440.186.36,450,2,2016-12-07 07:52:43
181,995.827.53,141,3,2019-07-27 06:07:47
460,868.224.62,356,3,2018-08-20 18:00:01
605,568.312.80,35,1,2016-02-06 20:42:13
745,177.599.71,663,1,2018-03-04 11:18:00
476,561.786.54,184,1,2019-06-10 13:30:34
1,470.652.39,792,2,2019-06-06 17:06:47
815,207.152.26,309,1,2017-06-12 01:35:04
281,696.438.23,88,3,2018-02-02 00:02:36
465,644.628.85,389,1,2019-03-07 06:01:09
865,454.800.91,268,3,2019-04-26 15:54:52
608,146.495.25,840,2,2017-02-05 06:21:23
978,857.821.40,536,1,2018-10-25 16:28:35
507,892.997.49,879,2,2016-11-21 13:12:28
304,864.661.16,520,2,2017-06-25 06:23:15
712,780.386.56,527,3,2017-12-12 18:21:21
910,345.426.23,76,2,2018-02-22 11:02:44
337,746.139.15,815,3,2017-09-03 06:24:22
761,745.791.36,169,1,2016-06-25 19:27:34
289,604.526.11,89,2,2019-04-19 01:16:00
605,561.635.33,414,1,2017-08-15 19:24:31
482,715.394.25,137,2,2018-03-18 12:10:21
108,617.802.16,400,2,2016-01-16 08:43:10
409,280.685.20,366,1,2016-10-25 03:04:01
907,561.635.33,207,3,2018-03-03 05:44:26
396,840.302.90,565,1,2016-07-03 22:23:15
830,945.348.22,626,3,2019-11-06 22:12:48
390,413.145.76,387,3,2018-10-11 09:15:05
960,741.548.66,137,2,2017-02-02 01:45:29
401,355.447.20,580,1,2017-07-23 15:14:09
664,183.947.71,986,3,2018-05-19 21:40:59
458,496.877.81,849,1,2017-04-23 02:28:34
712,969.304.47,173,3,2018-06-22 07:53:38
679,324.220.26,736,3,2016-02-03 10:43:01
736,317.587.86,728,1,2019-05-23 07:48:56
447,812.923.98,186,1,2016-01-09 06:53:38
511,683.884.87,925,3,2019-11-16 21:19:20
227,133.882.38,597,3,2019-09-07 06:27:03
56,726.429.48,573,1,2018-06-10 02:28:43
410,239.356.18,92,1,2019-11-20 21:47:44
824,872.302.60,228,1,2018-02-09 12:06:43
927,363.687.34,182,3,2017-04-03 04:40:08
523,556.152.36,594,1,2017-03-04 20:12:06
819,688.925.94,379,1,2017-12-08 13:04:29
488,427.983.74,469,3,2016-05-23 20:39:32
298,807.312.90,887,1,2018-10-13 21:07:23
411,373.623.94,273,1,2018-05-23 04:07:30
912,293.664.99,606,1,2016-09-04 18:28:14
157,440.186.36,983,1,2016-08-28 03:30:56
845,962.626.16,788,2,2016-10-16 06:39:16
144,254.562.84,828,2,2019-11-15 13:14:04
604,704.665.89,136,3,2016-04-04 03:42:56
748,469.735.78,513,2,2016-12-08 10:34:17
229,642.451.23,265,1,2017-06-07 15:57:32
438,234.746.38,329,3,2018-10-10 03:39:27
460,365.378.30,242,1,2018-04-14 03:26:33
402,293.710.40,262,3,2018-11-04 04:19:43
127,133.882.38,779,2,2017-06-07 23:46:36
195,628.470.72,974,3,2018-01-02 04:01:05
586,803.631.58,459,3,2016-08-11 05:20:44
438,311.504.79,525,3,2019-02-09 12:45:08
398,553.712.54,500,2,2016-12-04 08:47:53
503,994.657.34,71,2,2016-10-11 23:11:33
597,617.624.55,628,3,2016-01-13 15:06:44
444,419.141.60,123,2,2017-02-13 16:08:39
434,473.202.56,676,3,2019-06-04 12:30:44
525,860.264.10,527,1,2018-05-14 02:04:47
599,435.889.68,133,2,2019-09-22 21:59:43
303,669.559.39,316,3,2019-09-14 19:00:51
919,724.215.54,990,1,2018-02-28 20:10:40
409,526.766.42,406,2,2016-10-01 12:30:43
387,211.455.37,242,1,2019-11-03 19:17:42
859,556.152.36,73,2,2018-07-03 12:54:51
99,708.780.88,675,1,2016-07-25 01:28:15
532,517.279.94,652,1,2019-10-05 19:42:11
697,923.501.63,704,3,2018-05-04 20:32:56
683,367.323.58,489,2,2017-06-15 04:39:57
982,232.522.99,870,3,2018-07-16 08:01:10
773,184.107.63,340,2,2016-07-13 21:28:35
869,225.702.17,485,2,2019-11-10 17:40:00
558,401.885.52,218,1,2019-06-14 06:55:50
768,685.882.31,3,3,2017-03-11 02:45:07
811,453.554.99,210,3,2016-05-28 16:49:30
327,783.565.61,608,1,2016-06-26 19:50:56
181,226.429.25,919,3,2017-08-10 14:45:10
84,949.290.23,699,1,2018-06-25 15:11:02
771,131.374.69,650,2,2019-02-06 12:49:14
397,514.122.76,140,2,2017-03-15 16:55:22
610,851.403.42,108,1,2016-10-03 08:00:39
895,807.312.90,950,3,2019-08-16 14:22:05
301,209.669.70,67,2,2017-10-14 07:23:40
298,206.418.77,168,1,2018-01-02 04:07:42
113,853.171.78,614,1,2018-03-08 22:11:16
820,719.656.75,407,2,2016-11-24 02:47:45
172,352.101.76,519,1,2016-02-23 18:05:34
911,588.872.56,672,1,2018-09-03 05:00:27
446,889.205.36,635,2,2019-05-25 11:38:27
558,526.766.42,191,3,2017-06-21 10:53:48
175,379.125.58,299,1,2018-09-19 10:15:06
176,690.823.78,885,3,2018-08-06 01:39:34
859,451.591.56,29,2,2019-02-10 17:24:14
881,553.712.54,446,1,2018-08-03 03:25:50
5,536.749.56,604,1,2016-10-23 03:12:01
648,458.161.32,922,3,2017-12-15 09:58:54
124,509.884.79,22,1,2016-06-09 20:34:28
360,531.100.20,973,3,2019-04-19 13:10:00
802,565.523.62,265,2,2019-02-09 12:15:05
107,936.319.57,256,3,2018-07-05 17:02:11
864,474.650.31,353,3,2019-01-21 14:15:18
104,699.496.74,723,2,2018-11-23 15:30:37
923,284.126.23,651,2,2016-04-12 20:36:38
362,273.521.18,905,1,2018-02-19 10:32:34
166,431.632.57,356,3,2018-08-26 17:44:00
839,863.752.22,849,2,2018-10-12 14:38:31
482,704.665.89,879,3,2019-04-01 09:32:36
114,508.844.65,259,1,2017-09-26 22:55:53
192,305.558.97,430,2,2018-10-28 08:16:15
229,665.113.27,738,3,2016-10-22 03:31:18
770,903.588.67,415,3,2017-12-07 21:45:23
475,929.616.99,577,1,2019-06-12 22:16:19
34,734.347.24,897,1,2016-08-26 20:58:18
807,392.282.53,185,3,2019-10-06 14:12:37
439,798.565.98,183,1,2016-05-09 06:04:41
900,959.794.91,357,2,2018-09-21 16:53:36
723,475.857.23,613,3,2017-09-08 12:58:20
816,271.955.63,867,2,2017-06-28 19:43:47
586,426.808.75,463,2,2017-05-02 01:21:07
164,242.892.92,472,1,2016-01-02 03:05:13
704,102.593.16,207,3,2018-04-10 13:10:20
146,555.401.20,308,1,2018-08-02 20:53:09
689,183.758.28,282,2,2017-08-25 13:48:58
491,707.822.85,538,2,2016-04-09 06:56:53
641,577.547.59,813,3,2016-11-05 17:42:21
971,214.317.54,613,2,2018-07-21 20:42:15
726,343.942.40,594,3,2017-04-23 09:48:40
211,930.211.92,586,2,2018-02-28 10:20:58
248,901.599.34,670,1,2016-08-05 06:30:22
345,404.575.83,47,1,2019-02-11 13:27:44
261,250.519.86,383,2,2016-01-02 13:01:02
358,392.108.39,170,1,2018-02-03 13:05:07
772,307.910.91,117,1,2016-11-09 03:19:42
237,523.526.55,240,1,2019-09-26 12:10:37
597,778.563.38,40,3,2018-06-23 19:04:21
930,472.946.36,291,3,2017-08-18 14:15:08
153,581.314.55,223,3,2019-07-27 02:14:53
991,690.823.78,288,1,2018-09-16 12:33:47
887,412.510.41,226,1,2019-04-15 20:27:09
637,307.763.42,939,1,2017-03-09 01:44:43
719,598.951.58,875,1,2017-02-13 15:16:27
144,714.777.69,364,3,2019-02-06 23:47:09
141,620.958.64,104,3,2019-09-27 11:47:54
150,832.202.57,762,2,2017-07-13 21:21:07
501,440.186.36,761,2,2018-09-14 21:28:32
906,191.122.57,250,1,2019-07-26 16:36:54
639,225.702.17,376,2,2018-01-19 16:02:05
314,564.510.39,465,3,2019-11-08 10:12:31
344,733.234.14,666,3,2019-05-09 07:31:01
547,941.139.31,559,2,2018-07-27 01:41:25
49,733.898.51,726,3,2016-12-27 07:42:02
888,409.926.43,590,2,2019-11-08 17:02:00
153,594.511.18,98,3,2018-09-13 17:07:50
926,776.584.95,525,2,2016-02-05 15:38:03
741,617.802.16,262,1,2017-09-28 03:31:15
265,832.531.40,14,1,2016-03-14 03:23:39
367,535.250.66,962,2,2017-09-28 06:52:32
829,407.697.34,784,2,2019-06-07 01:48:16
405,355.447.20,245,2,2017-10-26 05:35:13
654,665.825.52,605,1,2016-09-15 12:19:16
821,830.160.79,984,3,2018-04-19 19:41:00
104,333.513.70,150,3,2018-03-26 19:37:04
226,855.137.32,253,3,2018-12-19 09:18:22
596,763.986.43,187,3,2019-02-06 02:52:11
638,513.979.58,382,2,2018-04-19 20:58:54
853,561.196.14,770,1,2018-03-14 20:38:36
311,865.220.98,574,2,2019-11-26 20:37:56
154,758.824.89,536,3,2018-09-12 18:10:04
299,438.220.44,113,1,2017-04-10 08:24:10
367,682.738.94,101,2,2017-07-15 11:32:22
500,811.789.32,168,3,2016-12-21 11:14:07
558,367.144.17,608,2,2017-04-02 05:16:16
509,460.961.81,113,2,2016-10-24 02:53:18
204,781.518.50,969,2,2017-03-12 13:04:39
603,847.150.41,582,2,2017-06-04 04:19:35
843,851.403.42,307,3,2019-03-15 23:25:59
609,577.466.91,905,3,2017-12-05 16:56:42
669,264.504.88,600,1,2016-01-24 04:41:37
471,859.840.41,937,1,2018-11-15 08:32:43
835,590.449.54,979,3,2019-10-23 10:18:16
553,450.585.62,405,1,2019-08-04 02:40:43
52,214.317.54,778,3,2018-05-17 21:23:18
894,317.587.86,966,1,2016-12-23 05:20:54
506,698.697.52,532,3,2018-01-23 09:06:31
250,600.817.80,313,3,2018-10-10 12:03:19
18,788.832.33,355,3,2017-01-01 12:13:51
708,278.817.30,5,2,2016-07-22 09:10:45
282,961.114.92,89,1,2019-01-12 12:47:35
351,178.448.76,541,1,2016-08-15 09:35:02
316,865.278.48,776,3,2017-04-14 18:55:29
506,826.311.69,294,2,2016-05-02 19:53:46
467,669.436.53,579,3,2018-03-09 21:55:34
866,203.191.14,648,1,2017-04-06 13:53:21
250,783.565.61,876,3,2019-09-02 09:46:47
740,210.474.93,220,3,2017-09-08 09:52:47
303,349.172.76,256,1,2017-07-21 01:22:22
268,541.302.63,882,3,2017-05-01 21:53:54
690,729.595.18,5,2,2019-04-14 19:44:27
529,594.511.18,385,2,2016-04-25 20:23:41
267,486.526.90,212,1,2019-05-07 07:52:16
465,612.254.14,474,3,2016-02-10 13:31:25
233,531.100.20,526,2,2018-12-04 16:05:26
178,915.757.75,242,2,2016-11-08 14:06:33
567,774.704.74,491,1,2019-03-15 13:55:54
327,357.302.32,861,1,2017-09-13 05:03:48
988,831.623.73,463,2,2017-09-01 15:11:40
861,868.224.62,229,2,2018-04-24 07:01:26
838,613.682.49,453,3,2019-11-05 16:42:54
88,868.118.69,454,3,2016-12-11 22:40:41
808,299.395.84,861,1,2018-08-19 14:41:55
540,204.328.52,258,1,2016-12-07 04:05:11
294,516.554.48,183,2,2017-01-28 09:14:29
578,935.779.74,507,2,2017-09-01 21:19:53
682,218.825.20,286,1,2019-10-21 01:35:52
811,257.999.21,473,3,2016-09-25 13:30:11
96,508.311.87,194,2,2016-12-06 09:41:09
692,310.747.12,905,2,2017-10-06 03:11:08
550,834.114.47,419,1,2019-08-10 21:52:50
942,490.322.79,118,2,2018-06-18 22:41:18
566,323.391.56,183,3,2016-03-15 07:56:56
638,264.504.88,421,2,2019-05-23 04:20:18
628,519.320.60,196,3,2016-08-13 07:24:06
807,600.817.80,151,1,2017-03-04 14:51:24
261,837.689.89,25,3,2017-03-12 00:53:10
669,503.357.10,872,1,2019-06-27 19:46:12
193,523.195.26,893,3,2016-02-01 20:26:38
658,234.941.46,979,3,2018-10-10 23:01:06
610,194.594.60,68,2,2019-05-04 17:13:30
489,392.256.10,128,2,2019-02-27 19:19:08
368,737.464.27,719,3,2018-02-08 09:39:53
665,803.368.29,439,2,2018-12-15 06:29:56
315,344.747.68,771,1,2016-06-11 17:25:52
124,803.609.88,542,2,2017-10-05 20:50:54
631,437.807.55,513,2,2017-01-03 13:01:34
24,454.809.23,103,1,2016-01-11 11:25:30
630,726.107.38,827,2,2018-01-04 16:14:26
906,226.628.43,392,2,2017-09-02 08:46:11
921,128.193.47,419,1,2019-01-08 01:29:56
860,343.913.96,803,2,2017-02-02 15:21:32
436,384.879.67,214,3,2017-11-21 11:21:37
258,634.750.19,479,2,2016-01-25 01:35:39
180,474.968.75,889,2,2017-09-24 13:47:24
750,738.808.98,883,3,2019-04-07 15:37:57
933,475.857.23,272,3,2016-11-28 14:28:25
938,860.264.10,812,3,2017-01-10 22:48:26
210,770.857.48,16,2,2017-09-17 15:45:08
1,356.906.80,933,2,2017-10-23 02:59:26
279,515.370.54,163,2,2017-01-14 15:12:18
336,276.654.16,233,2,2017-09-16 09:50:12
73,474.650.31,532,1,2016-04-12 05:10:21
203,248.782.38,462,3,2016-07-24 12:40:57
783,754.100.68,767,3,2016-10-26 00:02:25
497,268.921.13,876,3,2017-04-25 03:01:44
633,633.346.71,184,3,2019-09-06 21:32:23
694,322.445.53,993,3,2019-05-01 05:24:10
988,272.819.91,760,3,2017-12-16 18:43:35
750,293.664.99,183,2,2018-05-11 11:20:04
375,707.822.85,340,1,2018-06-20 11:05:29
355,168.253.38,763,2,2017-03-22 05:01:09
40,533.392.54,392,2,2019-09-12 02:28:42
741,833.732.13,152,2,2018-11-06 06:38:05
231,888.228.64,511,2,2018-12-08 16:37:06
196,956.783.47,578,3,2017-06-03 00:15:03
268,409.926.43,131,1,2017-08-02 02:46:40
60,363.687.34,668,2,2018-04-08 00:35:08
217,948.842.92,783,1,2018-09-23 19:18:31
661,419.141.60,836,2,2018-11-07 21:36:26
376,644.615.47,372,3,2017-06-15 12:53:50
121,941.139.31,597,3,2019-11-20 23:16:42
336,295.336.93,887,3,2016-03-05 01:08:15
828,328.633.77,841,2,2018-10-20 15:45:57
222,626.506.88,253,3,2016-09-28 19:49:06
308,257.921.51,229,2,2017-04-19 12:40:26
512,891.138.56,731,1,2016-09-09 12:49:20
607,103.289.79,750,3,2016-08-25 04:08:27
424,564.201.41,572,3,2019-09-17 17:57:20
127,298.856.43,145,3,2016-04-02 12:16:57
195,661.770.41,994,1,2016-02-08 20:09:01
919,152.395.86,463,3,2018-03-19 23:13:16
